Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
112,0,309,25500,48900,1.61,120,1,Mrs,30,1,0,0,1,0,0,1,0,46,35,39,-999,0,0,0,6,2,1,0,0,0,1,2,5,1,3,25/12/1998,0,1100360294,UT,1,2,2,0,8,2,16,3.814814815,1,female
113,1,668,32000,141000,5.12,1,1,None,31,1,1,0,6,0,2,0,0,81,67,73,-999,3,6,1,3,7,5,2,17,9,0,0,1,0,2,26/12/1998,0,1100917796,CA,1,2,2,0,23,3,16,4.513513514,7,female
114,1,2264,34200,98300,2.76,9,1,Mrs,25,1,0,0,24,2,2,3,0,97,62,65,-999,0,2,0,13,0,10,3,12,1,0,0,1,2,0,08/01/1999,0,1102056635,CA,1,2,2,2,23,2,16,14.23899371,5,female
115,0,27,65400,216400,1.16,205,1,Ms,41,1,0,0,0,0,0,0,0,44,31,111,13,0,0,2,1,0,1,0,0,0,0,1,1,1,4,23/12/1998,0,1102833199,CA,1,2,2,3,24,3,11,0.36,2,female
116,1,314,37500,107100,3.69,71,1,Ms,30,1,0,0,3,3,2,0,0,78,66,107,43,3,0,3,6,1,2,11,12,1,3,1,6,7,2,08/02/1999,0,1103496459,CA,1,2,2,0,13,3,13,2.180555556,3,female
117,1,922,23600,57300,4.41,43,1,Mrs,25,1,0,0,10,1,2,3,0,88,61,77,8,1,4,2,16,3,1,6,14,9,1,2,12,4,0,04/03/1999,0,1106034224,CA,1,2,2,3,18,2,14,6.187919463,9,female
118,0,139,37100,154400,0.13,169,1,Mr,38,1,0,0,0,0,2,0,0,18,0,67,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/01/1999,0,1107037564,CA,1,2,1,0,16,3,1,7.722222222,0,male
119,0,69,32900,118600,0.32,346,1,Mr,39,1,0,0,1,0,0,0,0,41,36,29,-999,0,1,0,0,0,1,1,1,0,0,0,0,0,0,11/12/1998,0,1109776177,WA,1,1,2,0,16,3,16,0.896103896,1,male
120,1,342,26900,56100,2.54,50,1,Ms,29,1,0,0,4,1,0,0,0,55,42,63,3,0,3,2,5,0,6,3,6,1,0,4,5,0,4,23/12/1998,0,1110823661,WA,1,1,2,1,17,3,16,3.525773196,5,female
121,1,116,35700,68000,1.15,298,1,Ms,25,1,0,0,0,1,2,0,0,37,12,93,1,0,2,0,2,0,0,0,2,1,0,2,1,1,0,06/12/1998,0,1112191760,TN,1,1,2,0,21,3,1,2.367346939,2,female
122,0,266,33700,126700,1.99,178,0,Ms,30,1,0,0,0,1,1,0,1,61,21,5,6,0,2,1,2,0,0,1,5,7,2,1,1,0,1,04/12/1998,0,1114217910,MA,1,3,2,0,19,2,11,3.243902439,3,female
123,0,128,50900,351200,0.27,193,0,Ms,29,1,0,0,0,0,0,1,0,17,0,75,-999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,04/12/1998,0,1114485715,CA,1,2,1,0,32,3,1,7.529411765,3,female
124,0,86,33600,97900,0.77,233,1,Ms,32,1,0,0,1,0,0,0,0,43,35,53,-999,0,1,0,1,0,0,0,2,0,0,4,3,1,0,04/12/1998,0,1114500570,WA,1,1,2,0,30,3,14,1.102564103,1,female
125,0,0,29800,37600,0.55,841,1,Ms,29,1,0,0,0,0,0,0,0,9,2,109,0,0,2,0,0,0,0,0,4,0,1,0,1,0,0,03/12/1998,0,1114593864,IL,1,2,2,0,16,3,11,0,2,female
126,1,667,37000,94200,0.32,213,1,Ms,28,1,0,0,8,0,0,1,0,50,6,127,3,0,0,0,2,0,2,0,2,0,0,0,0,0,0,08/12/1998,0,1117419414,VA,1,1,2,0,31,2,14,11.91071429,1,female
127,1,0,31550,59201,1.28,418,0,None,25,1,0,1,0,0,0,0,0,43,35,0,-999,0,2,1,0,0,1,1,2,0,1,3,1,1,1,02/12/1998,0,1119151353,AL,1,2,2,1,19.7603005,3,11,0,3,female
128,1,332,24800,33100,1.85,8,1,Mr,44,1,0,0,2,2,0,0,0,36,49,73,1,2,2,3,1,1,7,0,1,2,1,0,13,1,3,22/01/1999,0,1122225798,IL,1,2,2,3,23,2,16,3.905882353,5,male
129,1,131,28100,41900,0.65,200,0,Ms,34,1,0,0,0,0,1,1,0,58,41,95,-999,0,0,0,1,0,0,0,2,0,0,1,0,0,0,08/12/1998,0,1122619388,MO,2,2,1,0,22,3,1,1.323232323,1,female
130,1,136,34500,74300,1.19,190,1,Ms,32,1,0,0,2,0,0,0,0,12,13,33,2,0,0,0,1,0,5,0,3,1,0,0,2,1,3,08/12/1998,0,1123035667,LA,1,2,2,0,34,3,1,5.44,0,female
131,0,391,19100,49300,3.07,71,1,Mrs,26,1,0,0,3,2,1,0,0,33,32,0,22,0,1,2,6,3,2,1,7,6,0,2,7,1,3,02/12/1998,0,1127541199,LA,2,2,1,4,20,2,16,6.015384615,3,female
132,0,54,29700,27200,1.01,242,0,Mrs,33,1,0,0,0,0,0,0,0,44,38,101,-999,0,2,1,0,0,0,2,3,0,0,0,7,0,0,01/12/1998,0,1128053608,PA,2,2,1,0,28,2,1,0.658536585,3,female
133,0,77,31800,60500,0.82,79,1,Mr,26,1,0,0,2,0,0,0,0,1,0,0,1,5,0,0,4,0,1,3,1,0,1,0,1,0,0,16/03/1999,0,1128914429,OH,1,2,2,0,18,3,11,77,0,male
134,1,177,29000,48700,3.43,88,1,Ms,34,1,0,0,2,1,0,0,0,54,51,143,3,0,2,0,20,1,3,0,11,4,0,1,1,1,0,30/11/1998,0,1129308381,OH,1,2,1,3,12,3,11,1.685714286,2,female
135,1,264,30400,91800,2.83,24,0,Ms,24,1,0,0,0,0,2,1,0,60,43,21,43,0,1,0,9,1,0,1,3,3,2,2,10,0,0,29/11/1998,0,1129647770,GA,1,2,1,0,9,3,16,2.563106796,2,female
136,1,290,17000,36300,0.51,329,1,Mrs,42,1,0,0,2,0,0,1,0,29,36,201,-999,0,0,0,1,2,1,0,1,0,1,0,0,0,0,28/11/1998,0,1130515370,TX,2,2,1,0,17,2,16,4.461538462,1,female
137,1,0,23100,19600,0.62,431,1,Mr,42,1,0,0,0,0,0,0,0,20,11,163,6,1,1,0,0,1,0,0,0,0,3,0,4,0,0,28/11/1998,0,1131108605,MI,2,2,1,0,24,2,11,0,1,male
138,1,97,38000,60700,2.28,285,1,Mrs,36,1,0,0,1,0,0,0,0,66,49,215,10,3,0,0,5,1,8,4,5,1,2,1,3,1,0,27/11/1998,0,1131488791,TX,4,1,2,0,19,3,16,0.843478261,0,female
139,0,192,22900,39200,0.86,261,1,Ms,29,1,0,1,0,0,0,0,0,6,6,0,5,0,1,1,0,1,3,1,2,1,0,0,0,0,0,26/11/1998,0,1132844869,MS,2,2,2,5,21,2,11,16,2,female
140,1,194,28800,58500,3.5,284,1,Ms,34,1,0,0,0,1,0,2,0,44,53,63,19,1,4,0,6,0,1,3,11,2,1,1,12,0,3,26/11/1998,0,1132966373,NY,1,2,1,3,17,3,16,2,6,female
141,1,296,22200,40500,0.23,0,0,Ms,24,1,0,1,1,0,2,0,0,18,1,33,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25/11/1998,1,1133333011,LA,2,2,1,1,20,3,2,15.57894737,0,female
142,0,105,27300,40200,0.23,257,1,Mr,29,1,0,0,2,0,1,0,0,31,0,97,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30/09/1998,0,1135355566,ND,1,1,2,0,13,3,13,3.387096774,0,male
143,1,1335,39900,98700,4.13,128,1,Ms,43,1,0,0,2,0,3,0,1,77,56,7,2,5,1,0,4,2,1,2,3,6,9,2,5,0,5,23/11/1998,0,1136415781,VT,1,3,2,2,23,3,1,10.03759399,1,female
144,1,457,24900,60600,5.88,7,0,Ms,26,1,0,1,1,7,0,0,0,3,4,0,11,2,2,3,5,0,5,2,15,0,4,3,42,13,27,21/11/1998,1,1137387641,CA,4,2,2,1,19,1,13,65.28571429,5,female
145,1,413,23900,195200,5.77,113,0,Ms,25,1,1,0,6,0,1,0,0,78,64,75,4,0,0,0,34,3,19,1,8,3,0,4,15,5,1,21/11/1998,0,1137434609,CA,2,2,1,0,24,2,1,2.908450704,0,female
146,0,43,44300,81100,1.47,98,0,Mrs,34,1,0,0,0,0,1,0,0,45,33,139,-999,0,0,1,4,0,0,1,1,1,1,4,6,1,0,21/11/1998,0,1137804009,MI,1,2,2,0,13,3,11,0.551282051,1,female
147,1,527,8800,9000,4.82,82,0,None,31,1,1,0,4,4,2,0,0,13,0,65,67,6,2,2,12,8,6,2,13,7,8,9,45,11,1,21/11/1998,0,1138010358,NY,2,2,1,0,18,2,1,40.53846154,4,female
148,1,0,80000,287200,2.06,1031,0,Ms,39,0,0,1,0,0,0,0,0,11,7,9,8,0,2,0,1,1,4,2,2,1,8,2,11,0,0,21/11/1998,0,1138304926,CT,1,3,3,0,24,3,11,0,2,female
149,1,0,35800,44700,2.85,368,1,Mrs,25,1,0,0,0,0,0,0,0,55,44,67,2,3,0,2,4,3,4,1,8,6,2,2,5,0,3,19/11/1998,0,1139948416,MI,1,2,2,5,22,3,11,0,2,female
150,0,0,20000,37800,0.35,463,0,Mr,43,1,0,0,0,0,0,0,0,29,33,35,-999,0,1,0,0,0,0,2,1,1,0,0,0,0,0,19/11/1998,0,1140549484,OH,2,2,1,2,23,2,16,0,1,male
151,1,78,32000,51500,0.83,201,0,Mr,33,1,0,0,0,0,0,0,1,42,19,85,-999,0,1,0,1,0,0,0,2,0,3,0,0,0,4,19/11/1998,0,1140795046,TX,1,2,2,0,10,2,11,1.278688525,1,male
152,1,286,31500,101900,0.35,15,1,Mr,39,0,0,0,3,0,3,0,0,31,0,23,-999,0,0,0,0,1,0,0,3,1,0,0,0,0,0,19/11/1998,0,1141446474,AZ,1,4,2,1,19,3,16,9.225806452,0,male
153,1,291,22700,45900,0.83,275,1,Mr,41,1,0,0,0,0,1,0,0,27,26,0,7,0,1,0,0,1,0,0,1,0,0,0,2,0,0,18/11/1998,0,1142684842,NC,2,1,1,1,17,2,11,5.490566038,1,male
154,1,0,35900,58400,0.71,456,1,Ms,38,1,0,0,0,0,0,0,0,46,16,125,-999,1,0,0,0,0,2,0,3,2,0,1,1,0,1,18/11/1998,0,1142714011,KS,1,2,2,2,12,3,11,0,0,female
155,1,503,20100,35700,1.13,85,0,Ms,29,1,0,1,1,1,1,0,0,49,49,0,0,0,1,0,0,0,2,0,0,1,1,1,3,0,1,18/11/1998,0,1142739653,OK,1,2,1,0,13,1,16,5.132653061,1,female
156,0,1150,29300,46800,0.78,0,1,Ms,30,1,0,0,4,4,1,1,0,31,31,189,-999,2,0,1,0,0,0,1,5,1,0,0,1,1,0,17/11/1998,0,1143073839,MO,2,2,2,1,23,3,14,18.5483871,2,female
157,1,308,33700,69300,3.53,57,1,Ms,33,1,0,1,2,0,0,0,1,100,72,95,6,3,1,0,3,2,2,0,8,5,3,1,4,0,3,14/11/1998,0,1145670954,FL,1,1,2,2,20,3,16,1.790697674,1,female
158,0,1618,23700,81000,3.49,22,1,Ms,29,1,0,0,8,2,5,1,0,74,63,13,16,0,2,0,7,5,2,0,7,2,0,1,7,0,7,13/11/1998,2,1146710213,SC,2,2,1,0,13,1,10,11.81021898,3,female
159,1,318,27000,49800,2.94,84,1,Mrs,38,1,0,0,2,2,1,0,0,76,59,3,-999,3,1,0,1,1,5,0,11,5,2,2,6,2,5,13/11/1998,0,1147002693,ME,1,3,1,4,13,3,6,2.355555556,1,female
160,0,58,25900,31000,0.36,179,1,Mr,27,1,0,0,0,1,0,0,0,28,20,101,-999,0,0,1,0,0,0,0,2,0,0,1,0,0,3,12/11/1998,0,1147505968,NY,1,2,1,2,12,3,11,1.208333333,1,male
161,0,218,31300,111500,0.55,175,1,Mrs,33,1,0,0,4,1,0,0,0,39,12,7,-999,0,0,0,0,0,3,1,3,0,0,0,0,2,1,12/11/1998,0,1148615543,RI,1,3,1,1,16,2,11,4.274509804,0,female
162,1,545,49800,181700,3.03,38,1,Mrs,28,0,0,1,3,1,1,0,1,80,58,0,-999,0,2,1,1,0,3,4,10,2,0,0,1,0,1,11/11/1998,0,1149030437,HI,5,1,2,1,32,2,16,3.949275362,3,female
163,1,560,12000,350000,3.13,42,0,Mrs,31,1,1,0,1,4,1,1,0,76,59,61,-999,0,2,0,2,0,1,0,8,0,11,5,12,2,9,19/08/1998,0,1149100743,NY,4,2,1,0,32,1,16,4.148148148,3,female
164,0,226,20400,34000,1.11,284,1,Mr,34,1,0,0,0,0,1,0,0,48,28,107,6,5,0,0,1,0,1,0,1,3,2,1,2,0,0,11/11/1998,0,1149747188,AL,1,2,1,4,22,2,11,2.973684211,0,male
165,0,160,39500,94000,3.83,238,0,None,39,1,0,0,0,1,0,0,0,48,40,65,31,1,1,0,5,1,0,1,7,2,3,3,23,2,2,11/11/1998,0,1150079786,TN,1,1,2,0,22,2,11,1.818181818,1,female
166,1,57,37200,86900,0.37,201,1,Mr,34,1,0,0,0,0,0,0,1,25,13,39,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10/11/1998,0,1150562708,IN,1,2,2,3,18,3,11,1.5,1,male
167,0,105,42000,165300,0.62,235,1,Ms,33,1,0,0,0,1,0,0,0,30,20,1,-999,0,4,0,0,0,0,0,0,1,0,0,0,1,0,09/11/1998,0,1151985478,CA,1,2,2,2,21,3,11,2.1,4,female
168,0,78,18900,28000,1,10,1,Mr,17,1,0,0,0,0,0,2,0,21,13,23,1,0,5,0,1,0,1,0,0,1,0,0,0,0,0,08/11/1998,0,1153087604,MT,1,2,2,1,13,3,16,2.294117647,7,male
169,1,540,26400,60400,1.88,324,1,Mrs,32,1,0,0,0,0,0,0,1,61,48,123,-999,1,1,0,3,1,2,0,5,2,0,0,0,0,0,08/11/1998,0,1153319395,MN,1,2,1,2,17,2,14,4.95412844,1,female
170,0,55,18200,26900,0.94,312,1,Ms,39,1,0,0,0,1,0,0,0,14,15,0,0,0,1,0,2,0,5,0,1,0,0,0,1,0,1,08/11/1998,0,1153633290,WV,1,4,2,0,20,1,14,1.896551724,1,female
171,1,71,20000,54000,0.37,183,0,Ms,31,1,0,0,0,0,1,0,0,7,0,33,-999,0,2,0,0,0,0,0,0,0,0,1,0,0,1,08/11/1998,0,1153757974,OR,1,2,1,0,15,2,16,10.14285714,2,female
172,0,232,16700,31900,2.51,131,1,Mrs,26,1,0,0,1,0,0,0,0,63,57,201,3,0,1,0,5,0,3,0,2,2,0,0,5,2,1,08/11/1998,0,1154369001,TX,2,2,1,0,30,2,1,1.933333333,1,female
173,0,43,18800,19800,0.44,47,1,Mr,26,1,0,0,0,0,1,0,0,0,0,111,-999,0,1,0,0,1,0,0,1,0,2,0,0,0,1,07/11/1998,0,1155286014,KY,2,2,1,1,22,2,11,0,1,male
174,0,494,31550,59201,1.39,40,1,Ms,25,1,0,1,0,2,1,3,0,63,38,0,3,1,2,1,2,0,1,0,1,1,1,0,1,0,0,07/11/1998,0,1155398496,UT,1,2,2,4,19.7603005,3,11,4.891089109,6,female
175,0,0,50600,113500,1.13,835,1,Mr,40,1,0,0,0,0,0,0,0,15,12,810,1,0,0,1,6,0,1,1,2,1,0,1,2,0,1,07/11/1998,0,1155432410,VA,1,1,2,5,27,3,16,0,1,male
176,0,523,18000,35600,1.26,255,1,Mr,28,1,0,0,0,0,2,0,0,35,6,479,-999,3,0,2,0,0,1,1,4,0,2,0,3,0,0,07/11/1998,0,1155819723,TX,4,2,1,2,17,1,2,12.75609756,2,male
177,0,1006,18300,34500,1.58,28,1,Mr,44,1,0,0,3,1,0,0,1,39,39,101,7,5,0,1,2,0,2,2,2,2,0,3,2,2,2,06/11/1998,0,1156124354,WV,1,4,2,2,24,1,14,12.8974359,1,male
178,1,147,25400,42300,2.28,15,1,Ms,34,1,0,0,2,0,0,0,0,42,39,51,-999,0,0,0,2,0,6,2,4,1,1,2,1,3,1,06/11/1998,0,1156161521,MI,1,4,2,0,11,2,14,1.814814815,0,female
179,1,0,21100,35400,1.14,784,1,Mrs,15,1,0,0,0,0,0,0,0,10,0,73,11,0,0,0,2,0,6,4,5,0,0,0,6,0,0,06/11/1998,0,1156264887,TX,1,2,1,0,13,1,11,0,0,female
180,1,1288,35800,119700,4.82,80,1,Mrs,30,1,0,0,1,2,0,0,1,67,51,0,13,0,2,2,7,1,5,1,4,11,0,3,8,0,15,06/11/1998,0,1156502146,NH,1,3,2,5,21,3,16,10.91525424,4,female
181,0,242,28800,48600,1.2,35,1,None,28,1,0,0,0,0,0,1,0,33,26,3,2,0,2,2,0,0,2,0,6,1,0,0,0,0,1,06/11/1998,0,1156878264,SC,2,2,2,1,14,2,11,4.101694915,5,female
182,1,2869,19700,26500,7.3,2,0,Ms,32,1,0,0,17,8,3,4,0,46,29,49,14,1,2,4,12,9,11,5,18,2,0,0,9,3,6,06/11/1998,2,1157334572,MI,2,2,1,0,19,2,11,38.25333333,10,female
183,1,1068,21700,37300,1.88,2,1,Mr,33,1,0,0,1,0,4,0,1,65,55,0,6,1,1,1,0,2,2,0,4,4,1,0,1,0,0,02/11/1998,0,1160405336,MO,1,2,2,0,14,1,11,8.9,2,male
184,0,0,27900,48700,1.03,494,1,Mrs,28,1,0,0,0,0,0,0,0,26,15,45,0,1,1,0,0,0,1,0,2,0,1,1,0,0,8,02/11/1998,0,1160455265,NY,1,2,2,1,20,2,11,0,1,female
185,1,2072,28000,152600,0.84,77,0,Ms,28,1,0,0,2,11,2,4,0,13,3,17,-999,1,2,0,6,0,5,0,6,1,0,1,6,1,5,02/11/1998,0,1160649446,NJ,4,2,1,0,23,1,11,129.5,6,female
186,1,332,35400,66000,3.63,200,1,Ms,28,1,0,0,2,2,0,1,0,75,58,439,0,0,1,1,4,2,6,0,8,7,1,5,9,2,4,02/11/1998,0,1160991269,TX,1,1,2,1,29,3,1,2.496240602,3,female
187,0,775,22900,35200,5.21,33,1,Mrs,39,1,0,0,2,1,1,2,0,64,43,163,0,2,7,3,8,2,5,7,29,1,0,1,1,1,2,23/10/1998,1,1161138928,OH,1,4,2,0,32,2,2,7.242990654,12,female
188,1,949,31550,59201,5.22,4,1,Ms,33,1,0,0,3,1,3,0,0,86,61,-999,35,0,1,0,6,0,1,0,13,8,1,4,12,4,1,01/11/1998,0,1162190928,CA,1,2,2,0,19.7603005,3,11,6.455782313,1,female
189,1,78,21700,23900,0.78,403,1,Ms,38,1,0,1,0,1,0,0,0,38,20,115,8,2,1,0,0,2,0,0,0,1,0,2,2,0,0,01/11/1998,0,1162726564,OK,1,2,2,0,19,2,11,1.344827586,1,female
190,0,0,39300,222300,1.11,469,1,Mrs,31,1,0,1,0,0,0,0,0,30,15,37,3,0,0,1,3,0,0,1,4,3,0,1,0,0,1,01/11/1998,0,1162784290,CA,1,2,1,3,17,3,11,0,1,female
191,1,962,23800,34600,3.74,35,0,Mrs,26,1,0,0,4,2,3,0,0,57,9,79,6,2,0,2,8,0,8,0,15,13,5,2,5,2,2,31/10/1998,0,1163366931,OK,1,2,2,0,18,2,1,14.57575758,2,female
192,1,43,28300,163100,1.24,18,1,Mrs,40,1,0,0,0,0,1,0,0,18,8,5,1,0,2,2,2,0,0,0,2,1,0,0,0,0,0,31/10/1998,0,1163695016,NY,4,2,1,1,55,2,1,1.653846154,4,female
193,1,0,35500,72600,0.92,720,1,Mr,29,1,0,0,0,0,0,0,0,23,16,79,7,2,1,1,0,1,0,0,1,0,0,2,0,0,1,30/10/1998,0,1164973131,WI,1,2,2,0,21,3,11,0,2,male
194,1,758,27700,46800,2.95,182,1,Mrs,44,1,0,0,1,0,1,0,1,71,55,37,1,4,1,1,16,8,7,8,3,21,0,0,6,0,1,23/12/1998,0,1165564962,TX,1,2,2,5,16,3,6,6.015873016,2,female
195,1,112,76300,178600,1.32,37,1,Mrs,39,1,0,0,2,0,0,0,0,26,9,25,3,1,0,0,0,0,3,1,2,1,0,1,0,8,1,30/10/1998,0,1165767979,FL,1,1,2,3,30,3,15,3.2,0,female
196,0,0,21300,38500,1.03,503,1,None,28,0,0,1,0,0,0,0,0,42,32,0,-999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18/05/1998,0,1166274629,FL,1,1,1,0,10,2,11,0,0,female
197,1,167,18200,37800,1.37,353,1,Ms,43,1,0,0,2,1,0,1,0,42,41,147,-999,0,0,0,9,0,1,0,3,0,0,3,2,1,2,01/11/1998,0,1166389005,AR,2,2,1,0,12,1,11,2.012048193,1,female
198,0,221,25800,48600,2.38,4,1,None,31,1,0,0,0,2,0,0,0,49,31,59,2,0,0,1,6,2,7,4,6,1,0,0,9,0,0,29/10/1998,0,1166682839,IN,1,2,2,0,20,2,1,2.7625,1,female
199,1,320,15900,39300,4.04,22,1,Mrs,29,1,0,0,3,1,0,1,0,73,58,31,3,3,2,1,5,0,7,1,10,3,0,3,9,3,2,29/10/1998,0,1167137262,GA,2,2,1,1,16,2,11,2.442748092,4,female
200,0,639,43500,102200,3.37,96,1,Ms,41,1,0,1,1,1,1,0,0,60,65,53,-999,0,0,1,12,2,2,1,8,2,2,0,9,2,2,26/10/1998,0,1167168135,NY,1,3,2,0,23,3,16,5.112,1,female
201,1,334,12500,34500,4.94,1,1,Mr,21,1,0,1,2,2,0,0,0,81,60,13,78,1,3,2,19,4,6,5,23,3,2,5,36,1,14,11/04/1999,0,1168450862,TN,1,1,1,0,13,1,11,2.368794326,5,male
202,1,464,29000,65500,3.08,206,0,Ms,25,1,0,0,0,2,0,0,1,62,54,13,30,2,1,1,2,1,3,0,3,6,0,0,0,0,1,27/10/1998,0,1168659454,AZ,1,2,1,0,17,3,16,4,2,female
203,1,55,20400,45900,1.2,172,1,Mrs,26,1,0,0,1,0,0,0,0,26,31,43,-999,0,2,0,3,0,1,0,2,0,0,1,2,1,0,27/10/1998,0,1168699849,MO,1,2,2,5,19,2,16,0.964912281,2,female
204,1,41,17900,33700,0.4,184,1,Ms,23,1,0,0,0,0,0,1,0,24,21,49,-999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27/10/1998,0,1168908562,OK,1,2,1,1,14,2,14,0.911111111,4,female
205,1,1768,48600,147900,6.77,106,1,Mr,29,1,0,0,0,5,0,0,0,54,59,17,21,3,5,3,15,3,6,7,15,14,5,2,33,6,14,27/10/1998,0,1169036884,MA,1,2,2,3,20,3,11,15.6460177,8,male
206,0,421,30900,62500,0.8,5,1,Mrs,29,1,0,0,3,0,3,0,0,19,11,25,3,0,0,0,1,0,4,0,1,0,0,0,0,0,0,27/10/1998,0,1169107347,FL,2,1,2,1,21,2,10,14.03333333,0,female
207,1,2497,31200,56000,1.47,115,1,Mrs,31,1,0,0,0,0,0,4,1,44,33,13,5,0,1,0,2,0,10,1,5,0,0,0,0,0,1,27/10/1998,0,1169135371,AZ,1,1,1,1,21,2,1,32.42857143,5,female
208,0,117,46100,156600,1.82,219,0,Mrs,30,1,0,0,1,1,0,0,0,22,13,103,1,0,4,2,5,2,0,2,5,1,1,0,3,0,0,26/10/1998,0,1170322844,NY,1,3,2,1,24,3,1,3.342857143,6,female
209,0,42,33600,66100,1.41,350,1,Mrs,25,1,0,0,0,0,0,0,1,41,40,3,-999,0,1,2,0,0,1,1,8,1,0,0,5,0,0,26/10/1998,0,1170737322,WV,1,1,2,2,24,2,11,0.518518519,3,female
210,0,86,26100,48500,1.82,229,1,None,38,1,0,1,0,0,0,0,0,46,33,141,0,3,0,0,2,1,2,0,2,3,2,3,1,1,1,26/10/1998,0,1170781841,KY,1,1,2,1,12,1,11,1.088607595,0,female
211,1,2957,12700,16900,5.87,87,1,Ms,30,1,0,0,12,4,3,9,1,28,18,7,-999,4,12,7,3,2,6,7,45,1,0,2,1,3,0,26/10/1998,0,1172282582,NJ,2,2,1,1,14,2,16,64.2826087,28,female
212,1,495,27300,44800,2.64,14,1,Mrs,27,1,0,0,2,0,2,1,0,71,57,113,-999,0,0,1,5,0,4,2,2,0,0,1,0,0,2,25/10/1998,0,1173415207,TX,2,2,1,1,24,2,1,3.8671875,2,female
213,0,0,30300,45600,1.22,535,0,Ms,32,1,0,1,0,0,0,0,0,56,44,85,0,2,0,1,0,1,0,0,1,1,1,0,5,0,0,25/10/1998,0,1173530484,PA,1,2,1,0,10,3,4,0,1,female
214,1,1032,15400,56900,1.77,78,0,Mrs,33,1,0,0,0,6,0,0,0,67,51,123,1,1,0,0,17,0,0,1,1,1,3,0,0,0,5,24/10/1998,0,1173791185,CO,1,2,1,0,15,1,11,8.745762712,0,female
215,1,0,17100,36900,1.29,451,0,Mrs,33,1,0,0,0,0,0,0,0,33,23,157,1,2,2,0,0,1,5,6,4,2,0,0,3,0,1,24/10/1998,0,1174004596,TN,2,2,1,2,25,2,16,0,2,female
216,0,0,56100,208500,0.54,722,1,None,41,1,0,0,0,0,0,0,0,5,3,9,-999,0,0,0,1,0,0,0,3,0,0,1,2,0,0,24/10/1998,0,1174126191,CT,1,3,2,0,21,3,11,0,0,female
217,1,48,33000,50500,0.68,191,0,Ms,33,1,0,0,0,0,0,0,1,15,16,155,2,2,0,0,0,0,0,1,1,0,0,0,3,0,0,23/10/1998,0,1175222064,MI,1,2,2,0,19,3,11,1.548387097,0,female
218,0,0,33300,58000,0.62,638,0,Ms,33,1,0,0,0,0,0,0,0,22,11,147,3,0,1,0,2,0,0,0,0,1,2,1,0,0,0,21/10/1998,0,1176417416,MI,1,2,2,0,14,3,11,0,1,female
219,1,164,36100,88200,1.87,134,1,Mrs,20,1,0,1,2,0,0,0,0,37,25,123,0,1,0,1,2,1,4,1,2,0,0,2,7,4,0,21/10/1998,0,1176430641,OH,1,3,2,0,17,3,11,2.64516129,1,female
220,0,85,29400,47100,0.2,137,1,Ms,26,1,0,0,0,0,0,1,0,6,0,143,-999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20/10/1998,0,1178824411,OK,1,2,1,2,18,3,11,14.16666667,2,female
221,1,42,29500,73000,1.25,66,1,None,34,1,0,0,0,0,0,0,0,28,26,0,-999,1,1,0,0,1,0,0,1,1,2,1,7,1,1,20/10/1998,0,1179483738,WA,1,1,2,0,19,3,16,0.777777778,1,female
222,1,0,17100,30400,2.45,672,1,Mr,28,1,0,0,0,0,0,0,0,21,16,33,9,1,0,0,0,0,0,0,2,1,0,0,15,0,2,19/10/1998,0,1180613190,AR,1,2,1,0,20,1,11,0,0,male
223,0,275,18500,60000,1.51,113,0,Ms,25,1,1,0,0,4,0,0,0,63,45,49,4,0,1,3,1,2,1,0,3,0,1,3,8,0,6,06/10/1998,0,1182857134,OH,2,2,1,0,22,3,1,2.546296296,4,female
224,0,162,19500,33300,1.48,96,1,Ms,32,1,0,0,1,0,2,0,0,40,25,55,0,0,2,0,3,1,0,0,4,1,1,0,0,0,1,17/10/1998,0,1183171022,AR,1,2,1,0,11,2,16,2.492307692,2,female
225,1,127,22600,34600,0.63,26,1,Ms,33,1,0,1,3,0,0,0,0,17,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,17/10/1998,0,1183683471,AL,1,1,2,3,26,1,11,7.055555556,2,female
